Term of Loan in Years,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
11/29/2010,4.35,3.80,3.61,3.61,3.69,3.69,4.30,4.30,4.94,4.94,4.94,4.94,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47
12/06/2010,4.37,3.81,3.64,3.64,3.73,3.73,4.36,4.36,4.95,4.95,4.95,4.95,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53
12/13/2010,4.39,3.84,3.70,3.70,3.84,3.84,4.53,4.53,5.14,5.14,5.14,5.14,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
12/20/2010,4.66,4.05,3.91,3.91,4.06,4.06,4.74,4.74,5.33,5.33,5.33,5.33,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89
12/27/2010,4.71,4.07,3.93,3.93,4.00,4.00,4.65,4.65,5.24,5.24,5.24,5.24,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87
01/03/2011,4.38,3.92,3.89,3.89,4.06,4.06,4.68,4.68,5.22,5.22,5.22,5.22,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93
01/10/2011,4.36,3.88,3.87,3.87,4.04,4.04,4.67,4.67,5.25,5.25,5.25,5.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84
01/17/2011,4.35,3.84,3.84,3.84,4.01,4.01,4.65,4.65,5.26,5.26,5.26,5.26,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78
01/24/2011,4.37,3.86,3.82,3.82,3.98,3.98,4.64,4.64,5.26,5.26,5.26,5.26,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81
01/31/2011,4.38,3.89,3.84,3.84,3.99,3.99,4.63,4.63,5.25,5.25,5.25,5.25,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86
02/07/2011,4.38,3.87,3.85,3.85,3.98,3.98,4.66,4.66,5.29,5.29,5.29,5.29,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91
02/14/2011,4.47,4.09,4.05,4.05,4.17,4.17,4.83,4.83,5.40,5.40,5.40,5.40,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11
02/21/2011,4.51,4.15,4.10,4.10,4.12,4.12,4.73,4.73,5.26,5.26,5.26,5.26,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06
02/28/2011,4.52,4.07,4.01,4.01,4.05,4.05,4.66,4.66,5.22,5.22,5.22,5.22,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
03/07/2011,4.35,3.90,3.86,3.86,3.97,3.97,4.60,4.60,5.15,5.15,5.15,5.15,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93
03/14/2011,4.14,3.80,3.88,3.88,3.98,3.98,4.62,4.62,5.19,5.19,5.19,5.19,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94
03/21/2011,4.29,3.82,3.72,3.72,3.81,3.81,4.44,4.44,5.04,5.04,5.04,5.04,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82
03/28/2011,4.33,3.88,3.79,3.79,3.87,3.87,4.47,4.47,5.04,5.04,5.04,5.04,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87
04/04/2011,4.38,3.99,3.98,3.98,3.99,3.99,4.57,4.57,5.10,5.10,5.10,5.10,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92
04/11/2011,4.53,4.07,3.98,3.98,3.97,3.97,4.55,4.55,5.08,5.08,5.08,5.08,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93
04/18/2011,4.37,4.02,3.98,3.98,4.03,4.03,4.63,4.63,5.20,5.20,5.20,5.20,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96
04/25/2011,4.28,3.85,3.76,3.76,3.85,3.85,4.46,4.46,5.04,5.04,5.04,5.04,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86
05/02/2011,4.27,3.81,3.69,3.69,3.75,3.75,4.36,4.36,4.94,4.94,4.94,4.94,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84
05/09/2011,4.07,3.68,3.64,3.64,3.71,3.71,4.33,4.33,4.92,4.92,4.92,4.92,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77
05/16/2011,4.04,3.64,3.62,3.62,3.65,3.65,4.26,4.26,4.87,4.87,4.87,4.87,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
05/23/2011,4.27,3.78,3.65,3.65,3.72,3.72,4.33,4.33,4.93,4.93,4.93,4.93,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
05/30/2011,4.04,3.63,3.50,3.50,3.61,3.61,4.22,4.22,4.84,4.84,4.84,4.84,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
06/06/2011,4.25,3.70,3.53,3.53,3.65,3.65,4.28,4.28,4.91,4.91,4.91,4.91,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60,4.60
06/13/2011,3.88,3.40,3.29,3.29,3.48,3.48,4.13,4.13,4.82,4.82,4.82,4.82,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55
06/20/2011,3.90,3.40,3.35,3.35,3.51,3.51,4.16,4.16,4.82,4.82,4.82,4.82,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56
06/27/2011,3.92,3.42,3.33,3.33,3.49,3.49,4.13,4.13,4.80,4.80,4.80,4.80,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57
07/04/2011,4.09,3.53,3.33,3.33,3.46,3.46,4.12,4.12,4.80,4.80,4.80,4.80,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57
07/11/2011,4.13,3.55,3.38,3.38,3.54,3.54,4.24,4.24,4.89,4.89,4.89,4.89,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
07/18/2011,3.88,3.40,3.33,3.33,3.53,3.53,4.20,4.20,4.88,4.88,4.88,4.88,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57
07/25/2011,3.90,3.43,3.27,3.27,3.47,3.47,4.15,4.15,4.86,4.86,4.86,4.86,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58
08/01/2011,3.88,3.39,3.32,3.32,3.49,3.49,4.16,4.16,4.85,4.85,4.85,4.85,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62
08/08/2011,3.95,3.45,3.30,3.30,3.42,3.42,4.07,4.07,4.73,4.73,4.73,4.73,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46
08/15/2011,3.82,3.33,3.17,3.17,3.33,3.33,3.90,3.90,4.52,4.52,4.52,4.52,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38
08/22/2011,3.98,3.36,3.17,3.17,3.28,3.28,3.82,3.82,4.47,4.47,4.47,4.47,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21
08/29/2011,3.86,3.36,3.18,3.18,3.27,3.27,3.77,3.77,4.38,4.38,4.38,4.38,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28
09/05/2011,4.01,3.38,3.14,3.14,3.20,3.20,3.74,3.74,4.36,4.36,4.36,4.36,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28
09/12/2011,3.96,3.35,3.13,3.13,3.20,3.20,3.67,3.67,4.21,4.21,4.21,4.21,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18
09/19/2011,3.93,3.34,3.16,3.16,3.23,3.23,3.70,3.70,4.22,4.22,4.22,4.22,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15
09/26/2011,3.94,3.35,3.17,3.17,3.26,3.26,3.72,3.72,4.22,4.22,4.22,4.22,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15
10/03/2011,3.95,3.41,3.20,3.20,3.26,3.26,3.71,3.71,4.17,4.17,4.17,4.17,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07
10/10/2011,3.88,3.38,3.26,3.26,3.20,3.20,3.61,3.61,4.02,4.02,4.02,4.02,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01
10/17/2011,4.02,3.47,3.29,3.29,3.30,3.30,3.78,3.78,4.24,4.24,4.24,4.24,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19
10/24/2011,4.06,3.47,3.25,3.25,3.25,3.25,3.76,3.76,4.25,4.25,4.25,4.25,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18
10/31/2011,4.02,3.46,3.26,3.26,3.28,3.28,3.82,3.82,4.33,4.33,4.33,4.33,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17
11/07/2011,4.00,3.41,3.19,3.19,3.20,3.20,3.70,3.70,4.23,4.23,4.23,4.23,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06
11/14/2011,4.07,3.50,3.25,3.25,3.22,3.22,3.72,3.72,4.27,4.27,4.27,4.27,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05
11/21/2011,4.10,3.52,3.27,3.27,3.21,3.21,3.70,3.70,4.23,4.23,4.23,4.23,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06
11/28/2011,3.91,3.35,3.15,3.15,3.15,3.15,3.61,3.61,4.07,4.07,4.07,4.07,3.40,3.40,3.40,3.40,3.40,3.40,3.40,3.40,3.40,3.40,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04
12/05/2011,3.90,3.32,3.11,3.11,3.14,3.14,3.63,3.63,4.12,4.12,4.12,4.12,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06
12/12/2011,3.92,3.35,3.14,3.14,3.13,3.13,3.65,3.65,4.17,4.17,4.17,4.17,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05
12/19/2011,3.93,3.35,3.11,3.11,3.10,3.10,3.59,3.59,4.10,4.10,4.10,4.10,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01
12/26/2011,3.89,3.32,3.10,3.10,3.09,3.09,3.54,3.54,4.02,4.02,4.02,4.02,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97
01/02/2012,3.90,3.35,3.14,3.14,3.12,3.12,3.57,3.57,4.05,4.05,4.05,4.05,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01
01/09/2012,3.92,3.34,3.19,3.19,3.14,3.14,3.60,3.60,4.11,4.11,4.11,4.11,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98
01/16/2012,3.88,3.31,3.14,3.14,3.10,3.10,3.57,3.57,4.10,4.10,4.10,4.10,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95
01/23/2012,3.86,3.29,3.12,3.12,3.10,3.10,3.55,3.55,4.06,4.06,4.06,4.06,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95
01/30/2012,3.86,3.28,3.12,3.12,3.13,3.13,3.64,3.64,4.17,4.17,4.17,4.17,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04
02/06/2012,3.88,3.29,3.13,3.13,3.08,3.08,3.55,3.55,4.09,4.09,4.09,4.09,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94
02/13/2012,3.90,3.32,3.14,3.14,3.11,3.11,3.61,3.61,4.16,4.16,4.16,4.16,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94
02/20/2012,3.96,3.47,3.19,3.19,3.14,3.14,3.60,3.60,4.12,4.12,4.12,4.12,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94
02/27/2012,3.85,3.28,3.12,3.12,3.08,3.08,3.55,3.55,4.08,4.08,4.08,4.08,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
03/05/2012,3.84,3.28,3.13,3.13,3.11,3.11,3.56,3.56,4.08,4.08,4.08,4.08,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97
